Sequence Count, Start Location, End Location 
0,18099573,18099573,
0,18099636,18099636,
0,18100427,18100427,
0,18100897,18100897,
0,18101357,18101357,
0,18101737,18101737,
0,18102138,18102138,
0,18103171,18103171,
0,18103953,18103953,
0,18106232,18106232,
0,18107921,18107921,
0,18108260,18108260,
0,18109066,18109066,
0,18109091,18109091,
0,18109112,18109112,
0,18113155,18113155,
0,18121258,18121258,
0,18121609,18121609,
0,18122092,18122092,
0,18122857,18122857,
0,18123852,18123852,
0,18125309,18125309,
0,18125615,18125615,
0,18126891,18126891,
0,18126939,18126939,
0,18126983,18126983,
0,18127897,18127897,
0,18128857,18128857,
0,18134258,18134258,
0,18134424,18134424,
0,18135632,18135632,
0,18135687,18135687,
0,18136741,18136741,
0,18141451,18141451,
0,18144503,18144503,
0,18146962,18146962,
0,18146994,18146994,
0,18147019,18147019,
0,18148783,18148783,
0,18150366,18150366,
0,18150398,18150398,
0,18151057,18151057,
0,18151675,18151675,
0,18152551,18152551,
0,18152794,18152794,
0,18152869,18152869,
0,18154225,18154225,
0,18154976,18154976,
0,18155125,18155125,
0,18155148,18155148,
0,18156238,18156238,
0,18158825,18158825,
0,18160369,18160369,
0,18160943,18160943,
0,18163296,18163296,
0,18163370,18163370,
0,18165521,18165521,
0,18167276,18167276,
0,18170415,18170415,
0,18173086,18173086,
0,18173437,18173437,
0,18176344,18176344,
0,18176666,18176666,
0,18177673,18177673,
0,18177834,18177834,
0,18180132,18180132,
0,18181135,18181135,
0,18181217,18181217,
0,18181850,18181850,
0,18181912,18181912,
0,18182072,18182072,
0,18182114,18182114,
0,18182170,18182170,
0,18184417,18184417,
0,18184593,18184593,
0,18185159,18185159,
0,18185948,18185948,
0,18188183,18188183,
0,18188615,18188615,
0,18188706,18188706,
0,18188835,18188835,
0,18191479,18191479,
0,18192786,18192786,
0,18193357,18193357,
0,18194287,18194287,
0,18196470,18196470,
0,18198715,18198715,
0,18199825,18199825,
0,18201368,18201368,
0,18202140,18202140,
0,18203285,18203285,
0,18204074,18204074,
0,18208345,18208345,
0,18208570,18208570,
0,18209088,18209088,
0,18210503,18210503,
0,18212229,18212229,
0,18213708,18213708,
0,18213739,18213739,
0,18213799,18213799,
0,18214960,18214960,
0,18215796,18215796,
0,18215963,18215963,
0,18217403,18217403,
0,18217595,18217595,
0,18218134,18218134,
0,18218902,18218902,
0,18219041,18219041,
0,18220441,18220441,
0,18221959,18221959,
0,18221982,18221982,
0,18222124,18222124,
0,18222369,18222369,
0,18222817,18222817,
0,18225731,18225731,
0,18227769,18227769,
0,18228087,18228087,
0,18228378,18228378,
0,18230143,18230143,
0,18230597,18230597,
0,18231987,18231987,
0,18234371,18234371,
0,18236887,18236887,
0,18244113,18244113,
0,18245213,18245213,
0,18245336,18245336,
0,18246910,18246910,
0,18247944,18247944,
0,18249978,18249978,
0,18252654,18252654,
0,18253493,18253493,
0,18255296,18255296,
0,18255305,18255305,
0,18259421,18259421,
0,18259945,18259945,
0,18260074,18260074,
0,18261070,18261070,
0,18261306,18261306,
0,18264416,18264416,
0,18264934,18264934,
0,18266527,18266527,
0,18266863,18266863,
0,18267272,18267272,
0,18269594,18269594,
0,18270841,18270841,
0,18272224,18272224,
0,18272662,18272662,
0,18276188,18276188,
0,18277599,18277599,
0,18279132,18279132,
0,18279303,18279303,
0,18279804,18279804,
0,18280293,18280293,
0,18282984,18282984,
0,18283886,18283886,
0,18284422,18284422,
0,18287875,18287875,
0,18289158,18289158,
0,18289316,18289316,
0,18289635,18289635,
0,18290366,18290366,
0,18292756,18292756,
0,18294379,18294379,
0,18296008,18296008,
0,18298375,18298375,
0,18300230,18300230,
0,18301188,18301188,
0,18301300,18301300,
0,18304820,18304820,
0,18305477,18305477,
0,18305782,18305782,
0,18306239,18306239,
0,18306256,18306256,
0,18308295,18308295,
0,18308355,18308355,
0,18309039,18309039,
0,18310285,18310285,
0,18312777,18312777,
0,18313509,18313509,
0,18315168,18315168,
0,18317327,18317327,
0,18317509,18317509,
0,18318216,18318216,
0,18318377,18318377,
0,18318566,18318566,
0,18319376,18319376,
0,18319708,18319708,
0,18321827,18321827,
0,18325731,18325731,
0,18325741,18325741,
0,18326163,18326163,
0,18329127,18329127,
0,18330893,18330893,
0,18331894,18331894,
0,18333356,18333356,
0,18336267,18336267,
0,18336459,18336459,
0,18338012,18338012,
0,18338023,18338023,
0,18339713,18339713,
0,18339728,18339728,
0,18340776,18340776,
0,18341449,18341449,
0,18341456,18341456,
0,18341613,18341613,
0,18344202,18344202,
0,18344231,18344231,
0,18345142,18345142,
0,18345943,18345943,
0,18346141,18346141,
0,18346730,18346730,
0,18348005,18348005,
0,18348906,18348906,
0,18349243,18349243,
0,18350165,18350165,
0,18352541,18352541,
0,18353838,18353838,
0,18354016,18354016,
0,18354683,18354683,
0,18354988,18354988,
0,18356508,18356508,
0,18359586,18359586,
0,18361275,18361275,
0,18362306,18362306,
0,18367083,18367083,
0,18368188,18368188,
0,18369333,18369333,
0,18370304,18370304,
0,18370916,18370916,
0,18371338,18371338,
0,18379783,18379783,
0,18381824,18381824,
0,18382462,18382462,
0,18382885,18382885,
0,18383557,18383557,
0,18384238,18384238,
0,18385932,18385932,
0,18386113,18386113,
0,18387129,18387129,
0,18387146,18387146,
0,18390240,18390240,
0,18391083,18391083,
0,18392351,18392351,
0,18392574,18392574,
0,18394861,18394861,
0,18395638,18395638,
0,18396373,18396373,
0,18397522,18397522,
0,18397545,18397545,
0,18398830,18398830,
0,18399969,18399969,
0,18400118,18400118,
0,18400339,18400339,
0,18404543,18404543,
0,18405277,18405277,
0,18405474,18405474,
0,18405937,18405937,
0,18406330,18406330,
0,18406788,18406788,
0,18407038,18407038,
0,18407409,18407409,
0,18409809,18409809,
0,18411256,18411256,
0,18411565,18411565,
0,18411710,18411710,
0,18411982,18411982,
0,18413209,18413209,
0,18413575,18413575,
0,18417221,18417221,
0,18417504,18417504,
0,18418065,18418065,
0,18418188,18418188,
0,18418761,18418761,
0,18419260,18419260,
0,18421147,18421147,
0,18421524,18421524,
0,18423334,18423334,
0,18426753,18426753,
0,18427656,18427656,
0,18427981,18427981,
0,18429364,18429364,
0,18430177,18430177,
0,18430237,18430237,
0,18430319,18430319,
0,18430353,18430353,
0,18430384,18430384,
0,18430417,18430417,
0,18430447,18430447,
0,18432928,18432928,
0,18434730,18434730,
0,18435234,18435234,
0,18435699,18435699,
0,18437003,18437003,
0,18437372,18437372,
0,18438458,18438458,
0,18447495,18447495,
0,18447815,18447815,
0,18448198,18448198,
0,18448409,18448409,
0,18450254,18450254,
0,18451541,18451541,
0,18452244,18452244,
0,18452257,18452257,
0,18453497,18453497,
0,18453988,18453988,
0,18454069,18454069,
0,18454383,18454383,
0,18455143,18455143,
0,18455633,18455633,
0,18457713,18457713,
0,18460218,18460218,
0,18460319,18460319,
0,18461575,18461575,
0,18462216,18462216,
0,18465851,18465851,
0,18466141,18466141,
0,18467485,18467485,
0,18468668,18468668,
0,18470631,18470631,
0,18471187,18471187,
0,18472867,18472867,
0,18473223,18473223,
0,18473585,18473585,
0,18475498,18475498,
0,18475751,18475751,
0,18476790,18476790,
0,18478452,18478452,
0,18479306,18479306,
0,18484063,18484063,
0,18484108,18484108,
0,18484479,18484479,
0,18486496,18486496,
0,18486543,18486543,
0,18488399,18488399,
0,18488685,18488685,
0,18488863,18488863,
0,18489080,18489080,
0,18490498,18490498,
0,18494413,18494413,
0,18494439,18494439,
0,18494627,18494627,
0,18497185,18497185,
0,18500245,18500245,
0,18500448,18500448,
0,18501203,18501203,
0,18503296,18503296,
0,18507741,18507741,
0,18508324,18508324,
0,18510064,18510064,
0,18510876,18510876,
0,18511220,18511220,
0,18513901,18513901,
0,18514313,18514313,
0,18514527,18514527,
0,18514705,18514705,
0,18515307,18515307,
0,18517052,18517052,
0,18518635,18518635,
0,18519331,18519331,
0,18523606,18523606,
0,18524114,18524114,
0,18524390,18524390,
0,18525022,18525022,
0,18527051,18527051,
0,18527294,18527294,
0,18527346,18527346,
0,18529218,18529218,
0,18529621,18529621,
0,18531045,18531045,
0,18531938,18531938,
0,18535394,18535394,
0,18536497,18536497,
0,18536976,18536976,
0,18537077,18537077,
0,18538326,18538326,
0,18539740,18539740,
0,18540260,18540260,
0,18541161,18541161,
0,18541648,18541648,
0,18543993,18543993,
0,18545647,18545647,
0,18546696,18546696,
0,18549668,18549668,
0,18551068,18551068,
0,18552187,18552187,
0,18554949,18554949,
0,18557089,18557089,
0,18557472,18557472,
0,18558083,18558083,
0,18558215,18558215,
0,18558960,18558960,
0,18561109,18561109,
0,18566071,18566071,
0,18566134,18566134,
0,18566369,18566369,
0,18568616,18568616,
0,18569139,18569139,
0,18569150,18569150,
0,18571078,18571078,
0,18573504,18573504,
0,18573890,18573890,
0,18574612,18574612,
0,18575931,18575931,
0,18576001,18576001,
0,18576863,18576863,
0,18580528,18580528,
0,18581419,18581419,
0,18582939,18582939,
0,18586213,18586213,
0,18587398,18587398,
0,18588355,18588355,
0,18588840,18588840,
0,18590285,18590285,
0,18592528,18592528,
0,18593295,18593295,
0,18595943,18595943,
0,18598551,18598551,
0,18598772,18598772,
0,18602974,18602974,
0,18602983,18602983,
0,18603779,18603779,
0,18604034,18604034,
0,18604275,18604275,
0,18605593,18605593,
0,18610521,18610521,
0,18610844,18610844,
0,18612469,18612469,
0,18612792,18612792,
0,18612974,18612974,
0,18614569,18614569,
0,18615877,18615877,
0,18617039,18617039,
0,18618330,18618330,
0,18619987,18619987,
0,18622836,18622836,
0,18623067,18623067,
0,18624662,18624662,
0,18625999,18625999,
0,18626092,18626092,
0,18628192,18628192,
0,18630637,18630637,
0,18634171,18634171,
0,18634863,18634863,
0,18636941,18636941,
0,18637094,18637094,
0,18638855,18638855,
0,18639305,18639305,
0,18640447,18640447,
0,18641779,18641779,
0,18643556,18643556,
0,18644801,18644801,
0,18644944,18644944,
0,18645265,18645265,
0,18645345,18645345,
0,18646820,18646820,
0,18649120,18649120,
0,18650078,18650078,
0,18650861,18650861,
0,18653097,18653097,
0,18653207,18653207,
0,18653627,18653627,
0,18654538,18654538,
0,18654660,18654660,
0,18658616,18658616,
0,18658730,18658730,
0,18661496,18661496,
0,18662085,18662085,
0,18662220,18662220,
0,18662897,18662897,
0,18663325,18663325,
0,18664761,18664761,
0,18665098,18665098,
0,18665713,18665713,
0,18665778,18665778,
0,18666583,18666583,
0,18666870,18666870,
0,18668474,18668474,
0,18669394,18669394,
0,18669701,18669701,
0,18670312,18670312,
0,18670591,18670591,
0,18672034,18672034,
0,18672583,18672583,
0,18672890,18672890,
0,18673138,18673138,
0,18673899,18673899,
0,18676202,18676202,
0,18677314,18677314,
0,18677484,18677484,
0,18677521,18677521,
0,18678285,18678285,
0,18679074,18679074,
0,18679904,18679904,
0,18680550,18680550,
0,18681837,18681837,
0,18682563,18682563,
0,18685201,18685201,
0,18686703,18686703,
0,18687388,18687388,
0,18687990,18687990,
0,18688439,18688439,
0,18688525,18688525,
0,18689655,18689655,
0,18691256,18691256,
0,18692079,18692079,
0,18694376,18694376,
0,18695729,18695729,
0,18696029,18696029,
0,18697678,18697678,
0,18699768,18699768,
0,18700229,18700229,
0,18700624,18700624,
0,18702422,18702422,
0,18702435,18702435,
0,18703321,18703321,
0,18704815,18704815,
0,18706382,18706382,
0,18706489,18706489,
0,18708088,18708088,
0,18708412,18708412,
0,18710967,18710967,
0,18712075,18712075,
0,18714764,18714764,
0,18715269,18715269,
0,18715890,18715890,
0,18715993,18715993,
0,18716212,18716212,
0,18717565,18717565,
0,18717703,18717703,
0,18718001,18718001,
0,18718089,18718089,
0,18718392,18718392,
0,18719051,18719051,
0,18719392,18719392,
0,18721508,18721508,
0,18726650,18726650,
0,18727717,18727717,
0,18729076,18729076,
0,18729840,18729840,
0,18731809,18731809,
0,18733116,18733116,
0,18733532,18733532,
0,18733544,18733544,
0,18735860,18735860,
0,18736563,18736563,
0,18736909,18736909,
0,18738916,18738916,
0,18740754,18740754,
0,18747606,18747606,
0,18747961,18747961,
0,18750099,18750099,
0,18750408,18750408,
0,18750641,18750641,
0,18756716,18756716,
0,18758241,18758241,
0,18759403,18759403,
0,18760060,18760060,
0,18760529,18760529,
0,18764132,18764132,
0,18766937,18766937,
0,18767188,18767188,
0,18769925,18769925,
0,18770515,18770515,
0,18771300,18771300,
0,18771757,18771757,
0,18771924,18771924,
0,18772447,18772447,
0,18772471,18772471,
0,18772835,18772835,
0,18774176,18774176,
0,18774217,18774217,
0,18775612,18775612,
0,18776208,18776208,
0,18776547,18776547,
0,18776796,18776796,
0,18778493,18778493,
0,18783384,18783384,
0,18785607,18785607,
0,18786778,18786778,
0,18788293,18788293,
0,18788327,18788327,
0,18789076,18789076,
0,18789466,18789466,
0,18789491,18789491,
0,18789817,18789817,
0,18789878,18789878,
0,18791333,18791333,
0,18792849,18792849,
0,18793065,18793065,
0,18793773,18793773,
0,18794523,18794523,
0,18795064,18795064,
0,18795280,18795280,
0,18796053,18796053,
0,18797098,18797098,
0,18798064,18798064,
0,18802558,18802558,
0,18802932,18802932,
0,18802965,18802965,
0,18805980,18805980,
0,18806215,18806215,
0,18806674,18806674,
0,18807718,18807718,
0,18808101,18808101,
0,18808968,18808968,
0,18809339,18809339,
0,18809594,18809594,
0,18813631,18813631,
0,18817724,18817724,
0,18818930,18818930,
0,18819018,18819018,
0,18826247,18826247,
0,18828986,18828986,
0,18829740,18829740,
0,18830715,18830715,
0,18831490,18831490,
0,18832083,18832083,
0,18833031,18833031,
0,18835016,18835016,
0,18836168,18836168,
0,18839812,18839812,
0,18840049,18840049,
0,18841288,18841288,
0,18843743,18843743,
0,18844682,18844682,
0,18844749,18844749,
0,18845079,18845079,
0,18846365,18846365,
0,18847615,18847615,
0,18848319,18848319,
0,18848449,18848449,
0,18849014,18849014,
0,18851158,18851158,
0,18852097,18852097,
0,18854071,18854071,
0,18854857,18854857,
0,18855053,18855053,
0,18855828,18855828,
0,18858433,18858433,
0,18860368,18860368,
0,18861626,18861626,
0,18861794,18861794,
0,18863688,18863688,
0,18864502,18864502,
0,18865872,18865872,
0,18869808,18869808,
0,18870310,18870310,
0,18870820,18870820,
0,18871480,18871480,
0,18872811,18872811,
0,18877938,18877938,
0,18879058,18879058,
0,18879233,18879233,
0,18879321,18879321,
0,18880016,18880016,
0,18880100,18880100,
0,18881692,18881692,
0,18881720,18881720,
0,18881840,18881840,
0,18882314,18882314,
0,18883618,18883618,
0,18883830,18883830,
0,18884439,18884439,
0,18887091,18887091,
0,18889125,18889125,
0,18889738,18889738,
0,18894848,18894848,
0,18895517,18895517,
0,18896071,18896071,
0,18896213,18896213,
0,18896936,18896936,
0,18897317,18897317,
0,18897685,18897685,
0,18898796,18898796,
0,18900001,18900001,
0,18900220,18900220,
0,18907304,18907304,
0,18907365,18907365,
0,18907442,18907442,
0,18907554,18907554,
0,18907742,18907742,
0,18908744,18908744,
0,18912098,18912098,
0,18912152,18912152,
0,18912186,18912186,
0,18912248,18912248,
0,18913062,18913062,
0,18914161,18914161,
0,18914234,18914234,
0,18914616,18914616,
0,18914819,18914819,
0,18916502,18916502,
0,18917193,18917193,
0,18917503,18917503,
0,18918521,18918521,
0,18920353,18920353,
0,18921093,18921093,
0,18921444,18921444,
0,18922837,18922837,
0,18926364,18926364,
0,18926777,18926777,
0,18929994,18929994,
0,18930395,18930395,
0,18931747,18931747,
0,18931962,18931962,
0,18932571,18932571,
0,18933734,18933734,
0,18934793,18934793,
0,18934861,18934861,
0,18936033,18936033,
0,18936873,18936873,
0,18941009,18941009,
0,18941744,18941744,
0,18943081,18943081,
0,18943877,18943877,
0,18945220,18945220,
0,18945697,18945697,
0,18947300,18947300,
0,18947540,18947540,
0,18948532,18948532,
0,18950968,18950968,
0,18952231,18952231,
0,18955671,18955671,
0,18956627,18956627,
0,18962575,18962575,
0,18963819,18963819,
0,18964902,18964902,
0,18965774,18965774,
0,18967384,18967384,
0,18967990,18967990,
0,18970263,18970263,
0,18970422,18970422,
0,18971306,18971306,
0,18974160,18974160,
0,18975037,18975037,
0,18977998,18977998,
0,18980188,18980188,
0,18980412,18980412,
0,18981176,18981176,
0,18981481,18981481,
0,18981791,18981791,
0,18983213,18983213,
0,18985256,18985256,
0,18985448,18985448,
0,18986542,18986542,
0,18987129,18987129,
0,18987581,18987581,
0,18987651,18987651,
0,18987900,18987900,
0,18988136,18988136,
0,18990234,18990234,
0,18990311,18990311,
0,18991548,18991548,
0,18992015,18992015,
0,18992366,18992366,
0,18994772,18994772,
0,18996221,18996221,
0,18996447,18996447,
0,19000538,19000538,
0,19001778,19001778,
0,19002521,19002521,
0,19006150,19006150,
0,19006199,19006199,
0,19010425,19010425,
0,19011546,19011546,
0,19012585,19012585,
0,19012999,19012999,
0,19014762,19014762,
0,19014899,19014899,
0,19015032,19015032,
0,19016508,19016508,
0,19016962,19016962,
0,19017471,19017471,
0,19018957,19018957,
0,19019217,19019217,
0,19019805,19019805,
0,19019958,19019958,
0,19020041,19020041,
0,19020285,19020285,
0,19020649,19020649,
0,19021943,19021943,
0,19022907,19022907,
0,19026472,19026472,
0,19026501,19026501,
0,19027956,19027956,
0,19029855,19029855,
0,19030502,19030502,
0,19031531,19031531,
0,19032232,19032232,
0,19033539,19033539,
0,19034653,19034653,
0,19037095,19037095,
0,19040415,19040415,
0,19042978,19042978,
0,19044664,19044664,
0,19045055,19045055,
0,19045686,19045686,
0,19048929,19048929,
0,19050082,19050082,
0,19051679,19051679,
0,19051849,19051849,
0,19053018,19053018,
0,19053039,19053039,
0,19053331,19053331,
0,19053419,19053419,
0,19057096,19057096,
0,19058904,19058904,
0,19059030,19059030,
0,19060738,19060738,
0,19063847,19063847,
0,19064001,19064001,
0,19064662,19064662,
0,19066018,19066018,
0,19067225,19067225,
0,19068045,19068045,
0,19068807,19068807,
0,19069652,19069652,
0,19069767,19069767,
0,19073834,19073834,
0,19074254,19074254,
0,19075026,19075026,
0,19075159,19075159,
0,19078824,19078824,
0,19078840,19078840,
0,19079413,19079413,
0,19082702,19082702,
0,19083365,19083365,
0,19085340,19085340,
0,19085526,19085526,
0,19086683,19086683,
0,19087474,19087474,
0,19088819,19088819,
0,19092611,19092611,
0,19094229,19094229,
0,19094917,19094917,
0,19095204,19095204,
0,19097293,19097293,
0,19100259,19100259,
0,19101414,19101414,
0,19101579,19101579,
0,19101789,19101789,
0,19101832,19101832,
0,19102632,19102632,
0,19111918,19111918,
0,19111946,19111946,
0,19113109,19113109,
0,19114580,19114580,
0,19118409,19118409,
0,19121588,19121588,
0,19121814,19121814,
0,19128725,19128725,
0,19131237,19131237,
0,19131910,19131910,
0,19135884,19135884,
0,19135898,19135898,
0,19136644,19136644,
0,19137592,19137592,
0,19138698,19138698,
0,19138937,19138937,
0,19139896,19139896,
0,19143121,19143121,
0,19144976,19144976,
0,19145781,19145781,
0,19146401,19146401,
0,19146566,19146566,
0,19146895,19146895,
0,19146908,19146908,
0,19149957,19149957,
0,19153321,19153321,
0,19154735,19154735,
0,19156864,19156864,
0,19156912,19156912,
0,19157110,19157110,
0,19159030,19159030,
0,19160274,19160274,
0,19161185,19161185,
0,19162449,19162449,
0,19162471,19162471,
0,19162579,19162579,
0,19162849,19162849,
0,19163499,19163499,
0,19163884,19163884,
0,19165409,19165409,
0,19165558,19165558,
0,19166574,19166574,
0,19166748,19166748,
0,19167394,19167394,
0,19167683,19167683,
0,19168279,19168279,
0,19174399,19174399,
0,19175591,19175591,
0,19175971,19175971,
0,19176940,19176940,
0,19178054,19178054,
0,19179210,19179210,
0,19181213,19181213,
0,19182117,19182117,
0,19182585,19182585,
0,19184759,19184759,
0,19187397,19187397,
0,19187848,19187848,
0,19187853,19187853,
0,19188834,19188834,
0,19189149,19189149,
0,19190061,19190061,
0,19190749,19190749,
0,19191684,19191684,
0,19192082,19192082,
0,19193158,19193158,
0,19194548,19194548,
0,19196669,19196669,
0,19198393,19198393,
0,19199404,19199404,
0,19200124,19200124,
0,19200315,19200315,
0,19200894,19200894,
0,19201070,19201070,
0,19201800,19201800,
0,19201966,19201966,
0,19202174,19202174,
0,19202476,19202476,
0,19202559,19202559,
0,19203189,19203189,
0,19203373,19203373,
0,19203441,19203441,
0,19203908,19203908,
0,19203980,19203980,
0,19204061,19204061,
0,19205030,19205030,
0,19205337,19205337,
0,19208150,19208150,
0,19208374,19208374,
0,19208770,19208770,
0,19208821,19208821,
0,19209221,19209221,
0,19210530,19210530,
0,19210696,19210696,
0,19211386,19211386,
0,19214606,19214606,
0,19215346,19215346,
0,19215456,19215456,
0,19215872,19215872,
0,19215879,19215879,
0,19216887,19216887,
0,19217142,19217142,
0,19217152,19217152,
0,19217225,19217225,
0,19218586,19218586,
0,19220896,19220896,
0,19223632,19223632,
0,19223896,19223896,
0,19224280,19224280,
0,19225498,19225498,
0,19226782,19226782,
0,19228538,19228538,
0,19229442,19229442,
0,19229970,19229970,
0,19230459,19230459,
0,19235772,19235772,
0,19235996,19235996,
0,19236881,19236881,
0,19237861,19237861,
0,19238534,19238534,
0,19240046,19240046,
0,19240978,19240978,
0,19242433,19242433,
0,19244120,19244120,
0,19244325,19244325,
0,19244693,19244693,
0,19244872,19244872,
0,19245517,19245517,
0,19245558,19245558,
0,19246170,19246170,
0,19246478,19246478,
0,19246537,19246537,
0,19247142,19247142,
0,19247846,19247846,
0,19248108,19248108,
0,19248532,19248532,
0,19248951,19248951,
0,19249993,19249993,
0,19253123,19253123,
0,19253687,19253687,
0,19254555,19254555,
0,19254782,19254782,
0,19256488,19256488,
0,19257780,19257780,
0,19258542,19258542,
0,19259096,19259096,
0,19259343,19259343,
0,19259913,19259913,
0,19259995,19259995,
0,19261526,19261526,
0,19261858,19261858,
0,19263706,19263706,
0,19264612,19264612,
0,19267283,19267283,
0,19267289,19267289,
0,19267328,19267328,
0,19267926,19267926,
0,19267964,19267964,
0,19268954,19268954,
0,19271194,19271194,
0,19272480,19272480,
0,19274841,19274841,
0,19274896,19274896,
0,19275629,19275629,
0,19276216,19276216,
0,19276287,19276287,
0,19276319,19276319,
0,19278768,19278768,
0,19278932,19278932,
0,19279382,19279382,
0,19279960,19279960,
0,19281589,19281589,
0,19282019,19282019,
0,19282204,19282204,
0,19282642,19282642,
0,19283573,19283573,
0,19284139,19284139,
0,19284255,19284255,
0,19285285,19285285,
0,19285515,19285515,
0,19287397,19287397,
0,19288202,19288202,
0,19288811,19288811,
0,19290395,19290395,
0,19292327,19292327,
0,19294992,19294992,
0,19297959,19297959,
0,19298153,19298153,
0,19298339,19298339,
0,19300732,19300732,
0,19301760,19301760,
0,19303563,19303563,
0,19305248,19305248,
0,19310754,19310754,
0,19310962,19310962,
0,19313129,19313129,
0,19314596,19314596,
0,19315627,19315627,
0,19315789,19315789,
0,19316692,19316692,
0,19316977,19316977,
0,19318297,19318297,
0,19323404,19323404,
0,19323482,19323482,
0,19329452,19329452,
0,19330154,19330154,
0,19331915,19331915,
0,19338221,19338221,
0,19338280,19338280,
0,19338308,19338308,
0,19338706,19338706,
0,19339327,19339327,
0,19340381,19340381,
0,19343026,19343026,
0,19343194,19343194,
0,19343536,19343536,
0,19343750,19343750,
0,19345171,19345171,
0,19346686,19346686,
0,19351202,19351202,
0,19353080,19353080,
0,19355876,19355876,
0,19356934,19356934,
0,19359361,19359361,
0,19360092,19360092,
0,19361000,19361000,
0,19361866,19361866,
0,19361911,19361911,
0,19362200,19362200,
0,19363804,19363804,
0,19365961,19365961,
0,19366159,19366159,
0,19369189,19369189,
0,19369683,19369683,
0,19370750,19370750,
0,19371393,19371393,
0,19371465,19371465,
0,19372165,19372165,
0,19372177,19372177,
0,19375735,19375735,
0,19376485,19376485,
0,19379214,19379214,
0,19379266,19379266,
0,19380908,19380908,
0,19380917,19380917,
0,19381425,19381425,
0,19382651,19382651,
0,19382831,19382831,
0,19383592,19383592,
0,19383827,19383827,
0,19385069,19385069,
0,19385806,19385806,
0,19389627,19389627,
0,19389844,19389844,
0,19391713,19391713,
0,19392793,19392793,
0,19392948,19392948,
0,19394131,19394131,
0,19394228,19394228,
0,19395056,19395056,
0,19396646,19396646,
0,19398088,19398088,
0,19399364,19399364,
0,19400232,19400232,
0,19400353,19400353,
0,19400738,19400738,
0,19402713,19402713,
0,19404850,19404850,
0,19405853,19405853,
0,19407355,19407355,
0,19407765,19407765,
0,19407911,19407911,
0,19408370,19408370,
0,19410737,19410737,
0,19410996,19410996,
0,19411007,19411007,
0,19411146,19411146,
0,19411375,19411375,
0,19411400,19411400,
0,19411754,19411754,
0,19412807,19412807,
0,19414342,19414342,
0,19415353,19415353,
0,19415880,19415880,
0,19416070,19416070,
0,19416675,19416675,
0,19417325,19417325,
0,19418064,19418064,
0,19419716,19419716,
0,19420095,19420095,
0,19420197,19420197,
0,19422061,19422061,
0,19423630,19423630,
0,19424332,19424332,
0,19426321,19426321,
0,19426369,19426369,
0,19426840,19426840,
0,19430929,19430929,
0,19433584,19433584,
0,19434410,19434410,
0,19437638,19437638,
0,19437728,19437728,
0,19439649,19439649,
0,19442974,19442974,
0,19445841,19445841,
0,19446496,19446496,
0,19447041,19447041,
0,19447996,19447996,
0,19448877,19448877,
0,19449433,19449433,
0,19450799,19450799,
0,19451265,19451265,
0,19451767,19451767,
0,19452583,19452583,
0,19453076,19453076,
0,19455503,19455503,
0,19456028,19456028,
0,19456788,19456788,
0,19456885,19456885,
0,19457046,19457046,
0,19457162,19457162,
0,19458361,19458361,
0,19459751,19459751,
0,19463382,19463382,
0,19463407,19463407,
0,19464117,19464117,
0,19468728,19468728,
0,19470899,19470899,
0,19471274,19471274,
0,19472715,19472715,
0,19475286,19475286,
0,19477383,19477383,
0,19477496,19477496,
0,19478959,19478959,
0,19479890,19479890,
0,19480522,19480522,
0,19481019,19481019,
0,19481517,19481517,
0,19482990,19482990,
0,19483682,19483682,
0,19484068,19484068,
0,19487059,19487059,
0,19487844,19487844,
0,19489273,19489273,
0,19491242,19491242,
0,19493973,19493973,
0,19494211,19494211,
0,19494776,19494776,
0,19495596,19495596,
0,19497759,19497759,
0,19497887,19497887,
0,19499240,19499240,
0,19500931,19500931,
0,19502433,19502433,
0,19503939,19503939,
0,19505572,19505572,
0,19505790,19505790,
0,19508392,19508392,
0,19508991,19508991,
0,19509522,19509522,
0,19511425,19511425,
0,19513326,19513326,
0,19513417,19513417,
0,19513681,19513681,
0,19513973,19513973,
0,19517056,19517056,
0,19518033,19518033,
0,19520034,19520034,
0,19522518,19522518,
0,19522547,19522547,
0,19523507,19523507,
0,19524461,19524461,
0,19526928,19526928,
0,19528556,19528556,
0,19531122,19531122,
0,19533367,19533367,
0,19533448,19533448,
0,19534478,19534478,
0,19534520,19534520,
0,19535315,19535315,
0,19535329,19535329,
0,19535393,19535393,
0,19536077,19536077,
0,19536128,19536128,
0,19537377,19537377,
0,19537387,19537387,
0,19537961,19537961,
0,19542016,19542016,
0,19543156,19543156,
0,19543494,19543494,
0,19545891,19545891,
0,19545915,19545915,
0,19550524,19550524,
0,19552069,19552069,
0,19552420,19552420,
0,19553853,19553853,
0,19555569,19555569,
0,19557649,19557649,
0,19558083,19558083,
0,19558272,19558272,
0,19560112,19560112,
0,19564651,19564651,
0,19566223,19566223,
0,19566848,19566848,
0,19569373,19569373,
0,19571639,19571639,
0,19572753,19572753,
0,19573850,19573850,
0,19574016,19574016,
0,19574141,19574141,
0,19576042,19576042,
0,19577357,19577357,
0,19577779,19577779,
0,19577899,19577899,
0,19578314,19578314,
0,19579593,19579593,
0,19579837,19579837,
0,19581853,19581853,
0,19582069,19582069,
0,19583401,19583401,
0,19583847,19583847,
0,19583886,19583886,
0,19587211,19587211,
0,19587329,19587329,
0,19587548,19587548,
0,19587553,19587553,
0,19588344,19588344,
0,19589109,19589109,
